Date,Actual,Predicted
2026-04-02,1459.88,1460.6253098477791
2026-04-03,1460.0,1459.9443728233393
2026-04-07,1440.02,1460.5754289285733
2026-04-08,1465.02,1460.0057558094618
2026-04-09,1460.49,1460.5206102970058
2026-04-10,1453.96,1460.0553232103093
2026-04-13,1435.76,1460.475815935615
